human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
MYO18B	MYO18B	84700	official_symbol	myo18b	100331349	Ortholog	1	mapped
NCF1	NCF1	653361	official_symbol	ncf1	378966	Ortholog	1	mapped
NEXN	NEXN	91624	official_symbol	nexn	573301	Ortholog	1	mapped
NODAL	NODAL	4838	official_symbol				0	no_zebrafish_ortholog
PANK2	PANK2	80025	official_symbol				0	no_zebrafish_ortholog
PDPN	PDPN	10630	official_symbol	pdpn	564557	Ortholog	1	mapped
PGAM2	PGAM2	5224	official_symbol				0	no_zebrafish_ortholog
PLN	PLN	5350	official_symbol	pln1	555548	Ortholog	1	mapped
PPCS	PPCS	79717	official_symbol	ppcs	561272	Ortholog	1	mapped
PRDM16	PRDM16	63976	official_symbol	prdm16	796720	Ortholog	1	mapped
PRKCZ	PRKCZ	5590	official_symbol				0	no_zebrafish_ortholog
PSEN1	PSEN1	5663	official_symbol	psen1	30221	Ortholog	1	mapped
PSEN2	PSEN2	5664	official_symbol	psen2	58026	Ortholog	1	mapped
PTCH1	PTCH1	5727	official_symbol	ptch1	30189	Ortholog	1	mapped
RBM20	RBM20	282996	official_symbol	rbm20	497540	Ortholog	1	mapped
RERE	RERE	473	official_symbol	rerea	569081	Ortholog	1	mapped
RET	RET	5979	official_symbol	ret	30512	Ortholog	1	mapped
RFC2	RFC2	5982	official_symbol	rfc2	503748	Ortholog	1	mapped
RMND1	RMND1	55005	official_symbol	rmnd1	553810	Ortholog	1	mapped
ROBO3	ROBO3	64221	official_symbol	robo3	30770	Ortholog	1	mapped
RPL3L	RPL3L	6123	official_symbol				0	no_zebrafish_ortholog
SAR1B	SAR1B	51128	official_symbol	sar1b	554177	Ortholog	1	mapped
SCN5A	SCN5A	6331	official_symbol				0	no_zebrafish_ortholog
SIX3	SIX3	6496	official_symbol	six3a	30635	Ortholog	1	mapped
SPEN	SPEN	23013	official_symbol	spen	503940	Ortholog	1	mapped
STX1A	STX1A	6804	official_symbol				0	no_zebrafish_ortholog
TAF1A	TAF1A	9015	official_symbol	taf1a	567105	Ortholog	1	mapped
TBL2	TBL2	26608	official_symbol	tbl2	337068	Ortholog	1	mapped
TGIF1	TGIF1	7050	official_symbol	tgif1	321756	Ortholog	1	mapped
TKFC	TKFC	26007	official_symbol	tkfc	793926	Ortholog	1	mapped
TMEM270	TMEM270	135886	official_symbol				0	no_zebrafish_ortholog
TMPO	TMPO	7112	official_symbol	tmpoa	352907	Ortholog	1	mapped
TNNT2	TNNT2	7139	official_symbol	tnnt2a	58071	Ortholog	1	mapped
TPM1	TPM1	7168	official_symbol				0	no_zebrafish_ortholog
TXNRD2	TXNRD2	10587	official_symbol	txnrd2.2	798259	Ortholog	1	mapped
UBE4B	UBE4B	10277	official_symbol	ube4b	170784	Ortholog	1	mapped
VEZF1	VEZF1	7716	official_symbol	vezf1b	556915	Ortholog	1	mapped
VPS37D	VPS37D	155382	official_symbol				0	no_zebrafish_ortholog
WFS1	WFS1	7466	official_symbol	wfs1b	556580	Ortholog	1	mapped
XDH	XDH	7498	official_symbol	xdh	560486	Ortholog	1	mapped
ZBTB20	ZBTB20	26137	official_symbol	zbtb20	568779	Ortholog	1	mapped
ZIC2	ZIC2	7546	official_symbol	zic2a	58077	Ortholog	1	mapped
ACAA2	ACAA2	10449	official_symbol	acaa2	406325	Ortholog	1	mapped
AIFM2	AIFM2	84883	official_symbol	aifm2	557507	Ortholog	1	mapped
ATF2	ATF2	1386	official_symbol	atf2	100006516	Ortholog	1	mapped
ATG3	ATG3	64422	official_symbol	atg3	336632	Ortholog	1	mapped
ATP5IF1	ATP5IF1	93974	official_symbol	atp5if1a	100037369	Ortholog	1	mapped
BAD	BAD	572	official_symbol				0	no_zebrafish_ortholog
BAK1	BAK1	578	official_symbol				0	no_zebrafish_ortholog
BAX	BAX	581	official_symbol				0	no_zebrafish_ortholog
BBC3	BBC3	27113	official_symbol	bbc3	751763	Ortholog	1	mapped
BCL2A1	BCL2A1	597	official_symbol				0	no_zebrafish_ortholog
BCL2L1	BCL2L1	598	official_symbol	bcl2l1	114401	Ortholog	1	mapped
BCL2L10	BCL2L10	10017	official_symbol	bcl2l10	373113	Ortholog	1	mapped
BCL2L11	BCL2L11	10018	official_symbol	bcl2l11	100190951	Ortholog	1	mapped
BCL2L2	BCL2L2	599	official_symbol				0	no_zebrafish_ortholog
BID	BID	637	official_symbol				0	no_zebrafish_ortholog
BIK	BIK	638	official_symbol				0	no_zebrafish_ortholog
BLOC1S2	BLOC1S2	282991	official_symbol	bloc1s2	606665	Ortholog	1	mapped
BMF	BMF	90427	official_symbol	bmf2	751764	Ortholog	1	mapped
BNIP3	BNIP3	664	official_symbol	bnip3	336116	Ortholog	1	mapped
BNIP3L	BNIP3L	665	official_symbol				0	no_zebrafish_ortholog
BOK	BOK	666	official_symbol	boka	445218	Ortholog	1	mapped
CAMK2A	CAMK2A	815	official_symbol				0	no_zebrafish_ortholog
CASP1	CASP1	834	official_symbol				0	no_zebrafish_ortholog
CASP6	CASP6	839	official_symbol				0	no_zebrafish_ortholog
CCAR2	CCAR2	57805	official_symbol				0	no_zebrafish_ortholog
CLU	CLU	1191	official_symbol	clu	393775	Ortholog	1	mapped
DAP3	DAP3	7818	official_symbol	dap3	559007	Ortholog	1	mapped
EYA2	EYA2	2139	official_symbol	eya2	447819	Ortholog	1	mapped
FAM162A	FAM162A	26355	official_symbol	fam162a	336363	Ortholog	1	mapped
FIS1	FIS1	51024	official_symbol	fis1	797988	Ortholog	1	mapped
FMC1	FMC1	154791	official_symbol	fmc1	100330660	Ortholog	1	mapped
GCLM	GCLM	2730	official_symbol	gclm	333974	Ortholog	1	mapped
GGCT	GGCT	79017	official_symbol				0	no_zebrafish_ortholog
GHITM	GHITM	27069	official_symbol	ghitm	393563	Ortholog	1	mapped
GPER1	GPER1	2852	official_symbol	gper1	565271	Ortholog	1	mapped
GSK3A	GSK3A	2931	official_symbol	gsk3ab	30664	Ortholog	1	mapped
GSK3B	GSK3B	2932	official_symbol	gsk3ba	30654	Ortholog	1	mapped
GZMK	GZMK	3003	official_symbol				0	no_zebrafish_ortholog
HGF	HGF	3082	official_symbol				0	no_zebrafish_ortholog
HIGD1A	HIGD1A	25994	official_symbol				0	no_zebrafish_ortholog
HIP1R	HIP1R	9026	official_symbol	hip1ra	103910581	Ortholog	1	mapped
HK2	HK2	3099	official_symbol	hk2	406339	Ortholog	1	mapped
HRK	HRK	8739	official_symbol				0	no_zebrafish_ortholog
HSPA1A	HSPA1A	3303	official_symbol				0	no_zebrafish_ortholog
IER3	IER3	8870	official_symbol	ier3	568780	Ortholog	1	mapped
IFI6	IFI6	2537	official_symbol				0	no_zebrafish_ortholog
IFIT2	IFIT2	3433	official_symbol				0	no_zebrafish_ortholog
JTB	JTB	10899	official_symbol	jtb	560832	Ortholog	1	mapped
LRRK2	LRRK2	120892	official_symbol	lrrk2	559366	Ortholog	1	mapped
MCL1	MCL1	4170	official_symbol				0	no_zebrafish_ortholog
MIR17	MIR17	406952	official_symbol				0	no_zebrafish_ortholog
MIR29A	MIR29A	407021	official_symbol				0	no_zebrafish_ortholog
MIR29B1	MIR29B1	407024	official_symbol				0	no_zebrafish_ortholog
MIR29C	MIR29C	407026	official_symbol				0	no_zebrafish_ortholog
MLLT11	MLLT11	10962	official_symbol	mllt11	563531	Ortholog	1	mapped
MMP9	MMP9	4318	official_symbol	mmp9	406397	Ortholog	1	mapped
MOAP1	MOAP1	64112	official_symbol				0	no_zebrafish_ortholog
MPV17L	MPV17L	255027	official_symbol	mpv17l	563178	Ortholog	1	mapped
MTCH2	MTCH2	23788	official_symbol	mtch2	30655	Ortholog	1	mapped
MUL1	MUL1	79594	official_symbol	mul1	100004181	Ortholog	1	mapped
NAIF1	NAIF1	203245	official_symbol	naif1	562755	Ortholog	1	mapped
NOL3	NOL3	8996	official_symbol				0	no_zebrafish_ortholog
NPTX1	NPTX1	4884	official_symbol	nptx1l	405872	Ortholog	1	mapped
PARL	PARL	55486	official_symbol				0	no_zebrafish_ortholog
PIM2	PIM2	11040	official_symbol				0	no_zebrafish_ortholog
PINK1	PINK1	65018	official_symbol	pink1	494085	Ortholog	1	mapped
PLAUR	PLAUR	5329	official_symbol				0	no_zebrafish_ortholog
PLSCR3	PLSCR3	57048	official_symbol				0	no_zebrafish_ortholog
PMAIP1	PMAIP1	5366	official_symbol	pmaip1	751765	Ortholog	1	mapped
PPM1K	PPM1K	152926	official_symbol	ppm1kb	503713	Ortholog	1	mapped
PPP2CB	PPP2CB	5516	official_symbol	ppp2cb	406582	Ortholog	1	mapped
PRELID1	PRELID1	27166	official_symbol	prelid1a	393337	Ortholog	1	mapped
PRKN	PRKN	5071	official_symbol	prkn	550328	Ortholog	1	mapped
PSMD10	PSMD10	5716	official_symbol	psmd10	403085	Ortholog	1	mapped
PTPMT1	PTPMT1	114971	official_symbol	ptpmt1	567019	Ortholog	1	mapped
PYCARD	PYCARD	29108	official_symbol				0	no_zebrafish_ortholog
RHOT1	RHOT1	55288	official_symbol				0	no_zebrafish_ortholog
RHOT2	RHOT2	89941	official_symbol	rhot2	557574	Ortholog	1	mapped
RTL10	RTL10	79680	official_symbol				0	no_zebrafish_ortholog
SFN	SFN	2810	official_symbol				0	no_zebrafish_ortholog
SIVA1	SIVA1	10572	official_symbol	siva1	571845	Ortholog	1	mapped
SLC25A5	SLC25A5	292	official_symbol	slc25a5	192321	Ortholog	1	mapped
SLC35F6	SLC35F6	54978	official_symbol	slc35f6	436832	Ortholog	1	mapped
SMAD3	SMAD3	4088	official_symbol				0	no_zebrafish_ortholog
SOD2	SOD2	6648	official_symbol	sod2	335799	Ortholog	1	mapped
STPG1	STPG1	90529	official_symbol	stpg1	100002345	Ortholog	1	mapped
THEM4	THEM4	117145	official_symbol				0	no_zebrafish_ortholog
TMEM102	TMEM102	284114	official_symbol				0	no_zebrafish_ortholog
TMEM14A	TMEM14A	28978	official_symbol				0	no_zebrafish_ortholog
TNFSF10	TNFSF10	8743	official_symbol	tnfsf10	436866	Ortholog	1	mapped
TRIAP1	TRIAP1	51499	official_symbol	triap1	550367	Ortholog	1	mapped
VDAC2	VDAC2	7417	official_symbol				0	no_zebrafish_ortholog
VPS35	VPS35	55737	official_symbol	vps35	561697	Ortholog	1	mapped
ZNF205	ZNF205	7755	official_symbol				0	no_zebrafish_ortholog
ABI2	ABI2	10152	official_symbol	abi2a	767646	Ortholog	1	mapped
ADCY10	ADCY10	55811	official_symbol				0	no_zebrafish_ortholog
AMBRA1	AMBRA1	55626	official_symbol	ambra1a	100332642	Ortholog	1	mapped
ARFIP2	ARFIP2	23647	official_symbol				0	no_zebrafish_ortholog
ARHGAP26	ARHGAP26	23092	official_symbol				0	no_zebrafish_ortholog
ATG10	ATG10	83734	official_symbol	atg10	641330	Ortholog	1	mapped
ATG12	ATG12	9140	official_symbol	atg12	570965	Ortholog	1	mapped
ATG13	ATG13	9776	official_symbol	atg13	393405	Ortholog	1	mapped
ATG14	ATG14	22863	official_symbol	atg14	407686	Ortholog	1	mapped
ATG2A	ATG2A	23130	official_symbol	atg2a	101883461	Ortholog	1	mapped
ATG2B	ATG2B	55102	official_symbol	atg2b	100000277	Ortholog	1	mapped
ATG4A	ATG4A	115201	official_symbol	atg4a	554140	Ortholog	1	mapped
ATG4B	ATG4B	23192	official_symbol	atg4b	448859	Ortholog	1	mapped
ATG4C	ATG4C	84938	official_symbol	atg4c	415193	Ortholog	1	mapped
ATG4D	ATG4D	84971	official_symbol	atg4da	795933	Ortholog	1	mapped
ATG5	ATG5	9474	official_symbol	atg5	494180	Ortholog	1	mapped
ATG9A	ATG9A	79065	official_symbol	atg9a	100009663	Ortholog	1	mapped
ATG9B	ATG9B	285973	official_symbol	atg9b	791223	Ortholog	1	mapped
BCL2L13	BCL2L13	23786	official_symbol				0	no_zebrafish_ortholog
BECN1	BECN1	8678	official_symbol	becn1	393846	Ortholog	1	mapped
BECN2	BECN2	441925	official_symbol				0	no_zebrafish_ortholog
CAMKK2	CAMKK2	10645	official_symbol				0	no_zebrafish_ortholog
CDC37	CDC37	11140	official_symbol	cdc37	394013	Ortholog	1	mapped
CERS1	CERS1	10715	official_symbol	cers1	568169	Ortholog	1	mapped
CLEC16A	CLEC16A	23274	official_symbol	clec16a	393184	Ortholog	1	mapped
CSNK2A2	CSNK2A2	1459	official_symbol	csnk2a2b	556379	Ortholog	1	mapped
CTSK	CTSK	1513	official_symbol				0	no_zebrafish_ortholog
CTTN	CTTN	2017	official_symbol	cttn	445561	Ortholog	1	mapped
CUL1	CUL1	8454	official_symbol	cul1b	406816	Ortholog	1	mapped
DELE1	DELE1	9812	official_symbol	dele1	790941	Ortholog	1	mapped
EIF2AK1	EIF2AK1	27102	official_symbol	eif2ak1	565338	Ortholog	1	mapped
EIF2S1	EIF2S1	1965	official_symbol	eif2s1b	321564	Ortholog	1	mapped
FBXO7	FBXO7	25793	official_symbol	fbxo7	558097	Ortholog	1	mapped
FBXW7	FBXW7	55294	official_symbol	fbxw7	564991	Ortholog	1	mapped
FKBP8	FKBP8	23770	official_symbol	fkbp8	393858	Ortholog	1	mapped
FUNDC1	FUNDC1	139341	official_symbol	fundc1	436984	Ortholog	1	mapped
FUNDC2	FUNDC2	65991	official_symbol	fundc2	792181	Ortholog	1	mapped
FZD5	FZD5	7855	official_symbol	fzd5	30364	Ortholog	1	mapped
GABARAP	GABARAP	11337	official_symbol	gabarapb	793200	Ortholog	1	mapped
GABARAPL1	GABARAPL1	23710	official_symbol				0	no_zebrafish_ortholog
GABARAPL2	GABARAPL2	11345	official_symbol	gabarapl2	403036	Ortholog	1	mapped
GABARAPL3	GABARAPL3	23766	official_symbol				0	no_zebrafish_ortholog
GBA1	GBA1	2629	official_symbol	gba1	559072	Ortholog	1	mapped
HAX1	HAX1	10456	official_symbol	hax1	436609	Ortholog	1	mapped
HDAC6	HDAC6	10013	official_symbol	hdac6	565482	Ortholog	1	mapped
HTRA2	HTRA2	27429	official_symbol				0	no_zebrafish_ortholog
HUWE1	HUWE1	10075	official_symbol	huwe1	559439	Ortholog	1	mapped
IRGM	IRGM	345611	official_symbol				0	no_zebrafish_ortholog
LRBA	LRBA	987	official_symbol	lrba	562379	Ortholog	1	mapped
MAP1LC3A	MAP1LC3A	84557	official_symbol	map1lc3a	406466	Ortholog	1	mapped
MAP1LC3B	MAP1LC3B	81631	official_symbol	map1lc3b	322425	Ortholog	1	mapped
MAP1LC3B2	MAP1LC3B2	643246	official_symbol				0	no_zebrafish_ortholog
MAP1LC3C	MAP1LC3C	440738	official_symbol	map1lc3c	393268	Ortholog	1	mapped
MARK2	MARK2	2011	official_symbol	mark2b	100005996	Ortholog	1	mapped
NIPSNAP1	NIPSNAP1	8508	official_symbol				0	no_zebrafish_ortholog
NIPSNAP2	NIPSNAP2	2631	official_symbol	nipsnap2	30232	Ortholog	1	mapped
NIPSNAP3A	NIPSNAP3A	25934	official_symbol				0	no_zebrafish_ortholog
NIPSNAP3B	NIPSNAP3B	55335	official_symbol				0	no_zebrafish_ortholog
OGT	OGT	8473	official_symbol				0	no_zebrafish_ortholog
PARK7	PARK7	11315	official_symbol	park7	449674	Ortholog	1	mapped
PHB2	PHB2	11331	official_symbol				0	no_zebrafish_ortholog
PPTC7	PPTC7	160760	official_symbol				0	no_zebrafish_ortholog
RB1CC1	RB1CC1	9821	official_symbol	rb1cc1	100332174	Ortholog	1	mapped
RBX1	RBX1	9978	official_symbol	rbx1	449846	Ortholog	1	mapped
RIMOC1	RIMOC1	285636	official_symbol	rimoc1	325885	Ortholog	1	mapped
RNF41	RNF41	10193	official_symbol	rnf41	406837	Ortholog	1	mapped
SKP1	SKP1	6500	official_symbol	skp1	393716	Ortholog	1	mapped
SNX30	SNX30	401548	official_symbol	snx30	550496	Ortholog	1	mapped
SNX7	SNX7	51375	official_symbol	snx7	431776	Ortholog	1	mapped
SPATA18	SPATA18	132671	official_symbol	spata18	497395	Ortholog	1	mapped
SPATA33	SPATA33	124045	official_symbol				0	no_zebrafish_ortholog
SREBF1	SREBF1	6720	official_symbol	srebf1	793274	Ortholog	1	mapped
SREBF2	SREBF2	6721	official_symbol	srebf2	100037309	Ortholog	1	mapped
STUB1	STUB1	10273	official_symbol	stub1	324243	Ortholog	1	mapped
TIGAR	TIGAR	57103	official_symbol				0	no_zebrafish_ortholog
TIMM23	TIMM23	100287932	official_symbol				0	no_zebrafish_ortholog
TOMM7	TOMM7	54543	official_symbol	tomm7	751649	Ortholog	1	mapped
TSC2	TSC2	7249	official_symbol	tsc2	567524	Ortholog	1	mapped
TSPO	TSPO	706	official_symbol	tspo	450011	Ortholog	1	mapped
UBE2A	UBE2A	7319	official_symbol	ube2a	797853	Ortholog	1	mapped
UBXN6	UBXN6	80700	official_symbol	ubxn6	554960	Ortholog	1	mapped
ULK1	ULK1	8408	official_symbol	ulk1b	558848	Ortholog	1	mapped
ULK2	ULK2	9706	official_symbol	ulk2	100329702	Ortholog	1	mapped
ULK3	ULK3	25989	official_symbol	ulk3	100037316	Ortholog	1	mapped
USP30	USP30	84749	official_symbol	usp30	559099	Ortholog	1	mapped
USP36	USP36	57602	official_symbol				0	no_zebrafish_ortholog
VDAC1	VDAC1	7416	official_symbol	vdac1	334582	Ortholog	1	mapped
VPS13C	VPS13C	54832	official_symbol	vps13c	798746	Ortholog	1	mapped
WDR45	WDR45	11152	official_symbol	wdr45	393200	Ortholog	1	mapped
WDR45B	WDR45B	56270	official_symbol	wdr45b	393210	Ortholog	1	mapped
WIPI1	WIPI1	55062	official_symbol				0	no_zebrafish_ortholog
WIPI2	WIPI2	26100	official_symbol	wipi2	437002	Ortholog	1	mapped
AP3B1	AP3B1	8546	official_symbol	ap3b1a	563316	Ortholog	1	mapped
CALM3	CALM3	808	official_symbol	calm3a	327379	Ortholog	1	mapped
COX18	COX18	285521	official_symbol	cox18	100000948	Ortholog	1	mapped
MAIP1	MAIP1	79568	official_symbol	maip1	552941	Ortholog	1	mapped
MTCH1	MTCH1	23787	official_symbol				0	no_zebrafish_ortholog
MTX1	MTX1	4580	official_symbol				0	no_zebrafish_ortholog
MTX2	MTX2	10651	official_symbol	mtx2	286741	Ortholog	1	mapped
MTX3	MTX3	345778	official_symbol	mtx3	402916	Ortholog	1	mapped
OXA1L	OXA1L	5018	official_symbol	oxa1l	562963	Ortholog	1	mapped
ROMO1	ROMO1	140823	official_symbol	romo1	393770	Ortholog	1	mapped
SAMM50	SAMM50	25813	official_symbol	samm50	393111	Ortholog	1	mapped
TIMM10	TIMM10	26519	official_symbol	timm10	436951	Ortholog	1	mapped
TIMM10B	TIMM10B	26515	official_symbol	timm10b	550527	Ortholog	1	mapped
TIMM13	TIMM13	26517	official_symbol	timm13	436738	Ortholog	1	mapped
TIMM29	TIMM29	90580	official_symbol	timm29	553583	Ortholog	1	mapped
TIMM8A	TIMM8A	1678	official_symbol	timm8a	445243	Ortholog	1	mapped
TIMM8B	TIMM8B	26521	official_symbol	timm8b	793663	Ortholog	1	mapped
TIMM9	TIMM9	26520	official_symbol	timm9	282678	Ortholog	1	mapped
TMEM126A	TMEM126A	84233	official_symbol				0	no_zebrafish_ortholog
TOMM20	TOMM20	9804	official_symbol	tomm20a	406309	Ortholog	1	mapped
TOMM22	TOMM22	56993	official_symbol	tomm22	321232	Ortholog	1	mapped
TOMM40	TOMM40	10452	official_symbol				0	no_zebrafish_ortholog
TOMM5	TOMM5	401505	official_symbol	tomm5	497181	Ortholog	1	mapped
TOMM6	TOMM6	100188893	official_symbol	tomm6	100001229	Ortholog	1	mapped
TOMM70	TOMM70	9868	official_symbol	tomm70	572969	Ortholog	1	mapped
TRMT10B	TRMT10B	158234	official_symbol	trmt10b	768135	Ortholog	1	mapped
ADPGK	ADPGK	83440	official_symbol	adpgk	557919	Ortholog	1	mapped
ENO1	ENO1	2023	official_symbol				0	no_zebrafish_ortholog
ENO2	ENO2	2026	official_symbol				0	no_zebrafish_ortholog
ENO3	ENO3	2027	official_symbol	eno3	378963	Ortholog	1	mapped
FOXK1	FOXK1	221937	official_symbol	foxk1	334470	Ortholog	1	mapped
FOXK2	FOXK2	3607	official_symbol				0	no_zebrafish_ortholog
GALK1	GALK1	2584	official_symbol	galk1	449829	Ortholog	1	mapped
GAPDH	GAPDH	2597	official_symbol	gapdh	317743	Ortholog	1	mapped
HK3	HK3	3101	official_symbol				0	no_zebrafish_ortholog
PFKFB1	PFKFB1	5207	official_symbol				0	no_zebrafish_ortholog
PFKL	PFKL	5211	official_symbol				0	no_zebrafish_ortholog
PFKP	PFKP	5214	official_symbol				0	no_zebrafish_ortholog
PGAM1	PGAM1	5223	official_symbol				0	no_zebrafish_ortholog
PGK2	PGK2	5232	official_symbol				0	no_zebrafish_ortholog
PKM	PKM	5315	official_symbol				0	no_zebrafish_ortholog
PPP2CA	PPP2CA	5515	official_symbol	ppp2cab	393885	Ortholog	1	mapped
ABCC1	ABCC1	4363	official_symbol	abcc1	100002010	Ortholog	1	mapped
APOA4	APOA4	337	official_symbol				0	no_zebrafish_ortholog
CAT	CAT	847	official_symbol	cat	30068	Ortholog	1	mapped
CYBA	CYBA	1535	official_symbol	cyba	393551	Ortholog	1	mapped
CYBB	CYBB	1536	official_symbol	cybb	393386	Ortholog	1	mapped
CYP1A1	CYP1A1	1543	official_symbol	cyp1a	140634	Ortholog	1	mapped
CYP1A2	CYP1A2	1544	official_symbol				0	no_zebrafish_ortholog
DUOX1	DUOX1	53905	official_symbol	duox	565097	Ortholog	1	mapped
DUOX2	DUOX2	50506	official_symbol				0	no_zebrafish_ortholog
DUOXA1	DUOXA1	90527	official_symbol				0	no_zebrafish_ortholog
DUOXA2	DUOXA2	405753	official_symbol				0	no_zebrafish_ortholog
EPX	EPX	8288	official_symbol				0	no_zebrafish_ortholog
FYN	FYN	2534	official_symbol	fynb	574422	Ortholog	1	mapped
GPX3	GPX3	2878	official_symbol	gpx3	798788	Ortholog	1	mapped
HBA1	HBA1	3039	official_symbol				0	no_zebrafish_ortholog
HBA2	HBA2	3040	official_symbol				0	no_zebrafish_ortholog
HBB	HBB	3043	official_symbol				0	no_zebrafish_ortholog
HP	HP	3240	official_symbol				0	no_zebrafish_ortholog
LPO	LPO	4025	official_symbol				0	no_zebrafish_ortholog
MAOB	MAOB	4129	official_symbol	maoa	404730	Ortholog	1	mapped
MPO	MPO	4353	official_symbol				0	no_zebrafish_ortholog
MT3	MT3	4504	official_symbol				0	no_zebrafish_ortholog
NOX1	NOX1	27035	official_symbol	nox1	555604	Ortholog	1	mapped
NOXA1	NOXA1	10811	official_symbol	noxa1	556318	Ortholog	1	mapped
NOXO1	NOXO1	124056	official_symbol				0	no_zebrafish_ortholog
PRDX1	PRDX1	5052	official_symbol				0	no_zebrafish_ortholog
PRDX2	PRDX2	7001	official_symbol	prdx2	791455	Ortholog	1	mapped
PRDX3	PRDX3	10935	official_symbol	prdx3	373079	Ortholog	1	mapped
PRDX4	PRDX4	10549	official_symbol	prdx4	570477	Ortholog	1	mapped
PRDX5	PRDX5	25824	official_symbol	prdx5	554105	Ortholog	1	mapped
PRDX6	PRDX6	9588	official_symbol	prdx6	393778	Ortholog	1	mapped
PXDN	PXDN	7837	official_symbol	pxdn	100332937	Ortholog	1	mapped
PXDNL	PXDNL	137902	official_symbol				0	no_zebrafish_ortholog
RAC1	RAC1	5879	official_symbol				0	no_zebrafish_ortholog
RAC2	RAC2	5880	official_symbol	rac2	415151	Ortholog	1	mapped
SNCA	SNCA	6622	official_symbol				0	no_zebrafish_ortholog
TPO	TPO	7173	official_symbol	tpo	569363	Ortholog	1	mapped
TXN	TXN	7295	official_symbol				0	no_zebrafish_ortholog
MPC1	MPC1	51660	official_symbol	mpc1	436671	Ortholog	1	mapped
MPC1L	MPC1L	347411	official_symbol				0	no_zebrafish_ortholog
MPC2	MPC2	25874	official_symbol	mpc2b	321611	Ortholog	1	mapped
SFXN1	SFXN1	94081	official_symbol				0	no_zebrafish_ortholog
SFXN2	SFXN2	118980	official_symbol	sfxn2	334757	Ortholog	1	mapped
SFXN3	SFXN3	81855	official_symbol				0	no_zebrafish_ortholog
SLC25A38	SLC25A38	54977	official_symbol				0	no_zebrafish_ortholog
ARMC1	ARMC1	55156	official_symbol	armc1	494066	Ortholog	1	mapped
BHLHA15	BHLHA15	168620	official_symbol	bhlha15	777671	Ortholog	1	mapped
CLUH	CLUH	23277	official_symbol	cluha	562666	Ortholog	1	mapped
KAT2A	KAT2A	2648	official_symbol	kat2a	555517	Ortholog	1	mapped
SLC25A31	SLC25A31	83447	official_symbol				0	no_zebrafish_ortholog
SLC25A41	SLC25A41	284427	official_symbol				0	no_zebrafish_ortholog
SLC25A6	SLC25A6	293	official_symbol				0	no_zebrafish_ortholog
SLC25A23	SLC25A23	79085	official_symbol				0	no_zebrafish_ortholog
ANXA6	ANXA6	309	official_symbol	anxa6	353363	Ortholog	1	mapped
DISC1	DISC1	27185	official_symbol	disc1	407621	Ortholog	1	mapped
FATE1	FATE1	89885	official_symbol				0	no_zebrafish_ortholog
IMMT	IMMT	10989	official_symbol	immt	327206	Ortholog	1	mapped
LETM1	LETM1	3954	official_symbol	letm1	570745	Ortholog	1	mapped
MCU	MCU	90550	official_symbol	mcu	768182	Ortholog	1	mapped
MCUR1	MCUR1	63933	official_symbol	mcur1	550408	Ortholog	1	mapped
MICU2	MICU2	221154	official_symbol	micu2	548335	Ortholog	1	mapped
MICU3	MICU3	286097	official_symbol				0	no_zebrafish_ortholog
PDZD8	PDZD8	118987	official_symbol	pdzd8	561279	Ortholog	1	mapped
RAP1GDS1	RAP1GDS1	5910	official_symbol	rap1gds1	100334870	Ortholog	1	mapped
SLC25A27	SLC25A27	9481	official_symbol	slc25a27	393312	Ortholog	1	mapped
SLC8B1	SLC8B1	80024	official_symbol	slc8b1	560601	Ortholog	1	mapped
SMDT1	SMDT1	91689	official_symbol	smdt1a	137490269	Ortholog	1	mapped
TGM2	TGM2	7052	official_symbol	tgm2a	447909	Ortholog	1	mapped
HSPA9	HSPA9	3313	official_symbol	hspa9	373085	Ortholog	1	mapped
LETM2	LETM2	137994	official_symbol	letm2	100006201	Ortholog	1	mapped
UCP2	UCP2	7351	official_symbol				0	no_zebrafish_ortholog
ABL1	ABL1	25	official_symbol	abl1	100000720	Ortholog	1	mapped
ALB	ALB	213	official_symbol				0	no_zebrafish_ortholog
DCN	DCN	1634	official_symbol	dcn	64698	Ortholog	1	mapped
GOT1	GOT1	2805	official_symbol	got1	406330	Ortholog	1	mapped
HSH2D	HSH2D	84941	official_symbol	hsh2d	548337	Ortholog	1	mapped
KCNQ3	KCNQ3	3786	official_symbol	kcnq3	799747	Ortholog	1	mapped
KDR	KDR	3791	official_symbol	kdr	554230	Ortholog	1	mapped
P2RX7	P2RX7	5027	official_symbol				0	no_zebrafish_ortholog
PARP1	PARP1	142	official_symbol	parp1	560788	Ortholog	1	mapped
PPP2R3C	PPP2R3C	55012	official_symbol	ppp2r3c	393100	Ortholog	1	mapped
RACK1	RACK1	10399	official_symbol	rack1	30722	Ortholog	1	mapped
SRC	SRC	6714	official_symbol	src	325084	Ortholog	1	mapped
COX4I2	COX4I2	84701	official_symbol	cox4i2	393776	Ortholog	1	mapped
COX5B	COX5B	1329	official_symbol				0	no_zebrafish_ortholog
COX6C	COX6C	1345	official_symbol	cox6c	494577	Ortholog	1	mapped
COX7A1	COX7A1	1346	official_symbol				0	no_zebrafish_ortholog
COX7A2	COX7A2	1347	official_symbol				0	no_zebrafish_ortholog
COX7A2L	COX7A2L	9167	official_symbol	cox7a2l	335751	Ortholog	1	mapped
