human_input	human_symbol	human_gene_id	input_match	zebrafish_symbol	zebrafish_gene_id	relationship	n_zebrafish_orthologs	status
POMGNT1	POMGNT1	55624	official_symbol	pomgnt1	571876	Ortholog	1	mapped
POMT1	POMT1	10585	official_symbol	pomt1	569769	Ortholog	1	mapped
POMT2	POMT2	29954	official_symbol	pomt2	563878	Ortholog	1	mapped
PPARG	PPARG	5468	official_symbol	pparg	557037	Ortholog	1	mapped
RFC4	RFC4	5984	official_symbol	rfc4	406435	Ortholog	1	mapped
RILPL1	RILPL1	353116	official_symbol	rilpl1	780843	Ortholog	1	mapped
RYR3	RYR3	6263	official_symbol	ryr3	561350	Ortholog	1	mapped
SCO2	SCO2	9997	official_symbol	sco2	606683	Ortholog	1	mapped
SGCA	SGCA	6442	official_symbol				0	no_zebrafish_ortholog
SGCB	SGCB	6443	official_symbol	sgcb	559788	Ortholog	1	mapped
SGCG	SGCG	6445	official_symbol	sgcg	445292	Ortholog	1	mapped
SLC25A12	SLC25A12	8604	official_symbol	slc25a12	337675	Ortholog	1	mapped
SMN1	SMN1	6606	official_symbol				0	no_zebrafish_ortholog
SMPX	SMPX	23676	official_symbol	smpx	431732	Ortholog	1	mapped
SQSTM1	SQSTM1	8878	official_symbol	sqstm1	406452	Ortholog	1	mapped
STIM1	STIM1	6786	official_symbol	stim1b	100005700	Ortholog	1	mapped
SUCLG1	SUCLG1	8802	official_symbol	suclg1	436850	Ortholog	1	mapped
SYNE1	SYNE1	23345	official_symbol	syne1b	567576	Ortholog	1	mapped
SYNE2	SYNE2	23224	official_symbol				0	no_zebrafish_ortholog
SYT2	SYT2	127833	official_symbol				0	no_zebrafish_ortholog
TAMM41	TAMM41	132001	official_symbol	tamm41	641323	Ortholog	1	mapped
TBCK	TBCK	93627	official_symbol	tbck	791155	Ortholog	1	mapped
THOC2	THOC2	57187	official_symbol	thoc2	368417	Ortholog	1	mapped
TMEM43	TMEM43	79188	official_symbol	tmem43	406520	Ortholog	1	mapped
TOR1AIP1	TOR1AIP1	26092	official_symbol				0	no_zebrafish_ortholog
TPM2	TPM2	7169	official_symbol				0	no_zebrafish_ortholog
TPM3	TPM3	7170	official_symbol				0	no_zebrafish_ortholog
TRIM32	TRIM32	22954	official_symbol	trim32	562764	Ortholog	1	mapped
TRIP4	TRIP4	9325	official_symbol	trip4	568585	Ortholog	1	mapped
TWNK	TWNK	56652	official_symbol	twnk	100330448	Ortholog	1	mapped
UNC45B	UNC45B	146862	official_symbol	unc45b	266640	Ortholog	1	mapped
VCP	VCP	7415	official_symbol	vcp	327197	Ortholog	1	mapped
VRK1	VRK1	7443	official_symbol	vrk1	406694	Ortholog	1	mapped
YME1L1	YME1L1	10730	official_symbol	yme1l1b	557907	Ortholog	1	mapped
CAMKMT	CAMKMT	79823	official_symbol	camkmt	796749	Ortholog	1	mapped
CYP27A1	CYP27A1	1593	official_symbol				0	no_zebrafish_ortholog
DNAJC30	DNAJC30	84277	official_symbol				0	no_zebrafish_ortholog
MT-ATP6			not_found				0	human_gene_not_found
MT-CO1			not_found				0	human_gene_not_found
MT-CO3			not_found				0	human_gene_not_found
MT-CYB			not_found				0	human_gene_not_found
MT-ND1			not_found				0	human_gene_not_found
MT-ND2			not_found				0	human_gene_not_found
MT-ND4			not_found				0	human_gene_not_found
MT-ND4L			not_found				0	human_gene_not_found
MT-ND5			not_found				0	human_gene_not_found
MT-ND6			not_found				0	human_gene_not_found
NDUFS2	NDUFS2	4720	official_symbol	ndufs2	553672	Ortholog	1	mapped
PNPT1	PNPT1	87178	official_symbol	pnpt1	100750260	Ortholog	1	mapped
PPM1B	PPM1B	5495	official_symbol	ppm1ba	30672	Ortholog	1	mapped
PREPL	PREPL	9581	official_symbol	prepl	796680	Ortholog	1	mapped
SLC3A1	SLC3A1	6519	official_symbol	slc3a1	557757	Ortholog	1	mapped
TRMU	TRMU	55687	official_symbol	trmu	553625	Ortholog	1	mapped
AGRN	AGRN	375790	official_symbol	agrn	565373	Ortholog	1	mapped
ALG14	ALG14	199857	official_symbol	alg14	450072	Ortholog	1	mapped
ALS2	ALS2	57679	official_symbol	als2b	100318899	Ortholog	1	mapped
BAG3	BAG3	9531	official_symbol	bag3	445139	Ortholog	1	mapped
CHAT	CHAT	1103	official_symbol	chata	100170938	Ortholog	1	mapped
CNBP	CNBP	7555	official_symbol	cnbpb	335839	Ortholog	1	mapped
CPT2	CPT2	1376	official_symbol	cpt2	100005717	Ortholog	1	mapped
FUS	FUS	2521	official_symbol	fus	394058	Ortholog	1	mapped
GFPT1	GFPT1	2673	official_symbol				0	no_zebrafish_ortholog
GOLGA2	GOLGA2	2801	official_symbol	golga2	565431	Ortholog	1	mapped
HACD1	HACD1	9200	official_symbol				0	no_zebrafish_ortholog
HEXB	HEXB	3074	official_symbol	hexb	323613	Ortholog	1	mapped
HNRNPK	HNRNPK	3190	official_symbol	hnrnpk	406267	Ortholog	1	mapped
IFIH1	IFIH1	64135	official_symbol	ifih1	565759	Ortholog	1	mapped
LAMB2	LAMB2	3913	official_symbol	lamb2	337767	Ortholog	1	mapped
LPIN1	LPIN1	23175	official_symbol	lpin1a	799099	Ortholog	1	mapped
MYO9A	MYO9A	4649	official_symbol	myo9aa	100006612	Ortholog	1	mapped
PLOD1	PLOD1	5351	official_symbol	plod1a	777635	Ortholog	1	mapped
RRM1	RRM1	6240	official_symbol	rrm1	30740	Ortholog	1	mapped
SARS2	SARS2	54938	official_symbol	sars2	394154	Ortholog	1	mapped
SIGMAR1	SIGMAR1	10280	official_symbol	sigmar1	393952	Ortholog	1	mapped
SLC18A3	SLC18A3	6572	official_symbol				0	no_zebrafish_ortholog
SLC25A1	SLC25A1	6576	official_symbol				0	no_zebrafish_ortholog
SLC5A7	SLC5A7	60482	official_symbol				0	no_zebrafish_ortholog
SNAP25	SNAP25	6616	official_symbol	snap25a	30712	Ortholog	1	mapped
SPTBN4	SPTBN4	57731	official_symbol	sptbn4b	100148730	Ortholog	1	mapped
SPTLC1	SPTLC1	10558	official_symbol	sptlc1	553981	Ortholog	1	mapped
TK2	TK2	7084	official_symbol	tk2	437016	Ortholog	1	mapped
TOP3A	TOP3A	7156	official_symbol	top3a	560212	Ortholog	1	mapped
TRAPPC11	TRAPPC11	60684	official_symbol	trappc11	323003	Ortholog	1	mapped
VAMP1	VAMP1	6843	official_symbol				0	no_zebrafish_ortholog
VPS13A	VPS13A	23230	official_symbol	vps13a	378837	Ortholog	1	mapped
DHX16	DHX16	8449	official_symbol	dhx16	336645	Ortholog	1	mapped
PHKA1	PHKA1	5255	official_symbol	phka1a	572183	Ortholog	1	mapped
VMA21	VMA21	203547	official_symbol	vma21	100307085	Ortholog	1	mapped
AAAS	AAAS	8086	official_symbol	aaas	378454	Ortholog	1	mapped
AARS1	AARS1	16	official_symbol	aars1	324940	Ortholog	1	mapped
ABCA1	ABCA1	19	official_symbol				0	no_zebrafish_ortholog
ABCA2	ABCA2	20	official_symbol	abca2	100006090	Ortholog	1	mapped
ABCB6	ABCB6	10058	official_symbol	abcb6a	564067	Ortholog	1	mapped
ABCC8	ABCC8	6833	official_symbol	abcc8	553281	Ortholog	1	mapped
ABCD1	ABCD1	215	official_symbol	abcd1	566367	Ortholog	1	mapped
ABCD3	ABCD3	5825	official_symbol	abcd3a	406803	Ortholog	1	mapped
ABHD16A	ABHD16A	7920	official_symbol	abhd16a	564613	Ortholog	1	mapped
ABHD5	ABHD5	51099	official_symbol	abhd5a	566493	Ortholog	1	mapped
ACAD9	ACAD9	28976	official_symbol	acad9	724002	Ortholog	1	mapped
ACADM	ACADM	34	official_symbol	acadm	406283	Ortholog	1	mapped
ACADVL	ACADVL	37	official_symbol	acadvl	573723	Ortholog	1	mapped
ACBD5	ACBD5	91452	official_symbol	acbd5a	553674	Ortholog	1	mapped
ACOX1	ACOX1	51	official_symbol	acox1	449662	Ortholog	1	mapped
ACTL6B	ACTL6B	51412	official_symbol	actl6b	553775	Ortholog	1	mapped
ACY1	ACY1	95	official_symbol	acy1	393970	Ortholog	1	mapped
ADA2	ADA2	51816	official_symbol	ada2a	373884	Ortholog	1	mapped
ADAR	ADAR	103	official_symbol	adar	58119	Ortholog	1	mapped
ADCY5	ADCY5	111	official_symbol	adcy5	562619	Ortholog	1	mapped
ADCY6	ADCY6	112	official_symbol	adcy6a	570652	Ortholog	1	mapped
ADGRG1	ADGRG1	9289	official_symbol				0	no_zebrafish_ortholog
ADK	ADK	132	official_symbol				0	no_zebrafish_ortholog
ADNP	ADNP	23394	official_symbol	adnpb	100330315	Ortholog	1	mapped
ADPRS	ADPRS	54936	official_symbol	adprs	796446	Ortholog	1	mapped
ADSS1	ADSS1	122622	official_symbol	adss1	407989	Ortholog	1	mapped
AFG3L2	AFG3L2	10939	official_symbol	afg3l2	569168	Ortholog	1	mapped
AGK	AGK	55750	official_symbol	agk	334270	Ortholog	1	mapped
AGL	AGL	178	official_symbol	agla	567798	Ortholog	1	mapped
AGTPBP1	AGTPBP1	23287	official_symbol	agtpbp1	554164	Ortholog	1	mapped
AHDC1	AHDC1	27245	official_symbol	ahdc1	100536210	Ortholog	1	mapped
AK9	AK9	221264	official_symbol	ak9	557708	Ortholog	1	mapped
AKT1	AKT1	207	official_symbol	akt1	101910198	Ortholog	1	mapped
ALAD	ALAD	210	official_symbol	alad	550338	Ortholog	1	mapped
ALAS2	ALAS2	212	official_symbol				0	no_zebrafish_ortholog
ALDH18A1	ALDH18A1	5832	official_symbol	aldh18a1	557186	Ortholog	1	mapped
ALG13	ALG13	79868	official_symbol	alg13	557181	Ortholog	1	mapped
AMER1	AMER1	139285	official_symbol	amer1	100885784	Ortholog	1	mapped
AMPD1	AMPD1	270	official_symbol	ampd1	393867	Ortholog	1	mapped
AMPD3	AMPD3	272	official_symbol				0	no_zebrafish_ortholog
ANG	ANG	283	official_symbol				0	no_zebrafish_ortholog
ANK1	ANK1	286	official_symbol				0	no_zebrafish_ortholog
ANKH	ANKH	56172	official_symbol				0	no_zebrafish_ortholog
ANOS1	ANOS1	3730	official_symbol				0	no_zebrafish_ortholog
ANTXR1	ANTXR1	84168	official_symbol				0	no_zebrafish_ortholog
AP2S1	AP2S1	1175	official_symbol	ap2s1	100148085	Ortholog	1	mapped
AP3B2	AP3B2	8120	official_symbol	ap3b2	100000165	Ortholog	1	mapped
AP3D1	AP3D1	8943	official_symbol	ap3d1	563359	Ortholog	1	mapped
AP5Z1	AP5Z1	9907	official_symbol	ap5z1	100537934	Ortholog	1	mapped
APTX	APTX	54840	official_symbol	aptx	405797	Ortholog	1	mapped
AR	AR	367	official_symbol	ar	100005148	Ortholog	1	mapped
ARMC5	ARMC5	79798	official_symbol	armc5	569910	Ortholog	1	mapped
ARSA	ARSA	410	official_symbol	arsa	541416	Ortholog	1	mapped
ARX	ARX	170302	official_symbol	arxa	30657	Ortholog	1	mapped
ASAH1	ASAH1	427	official_symbol				0	no_zebrafish_ortholog
ASCC3	ASCC3	10973	official_symbol	ascc3	100332599	Ortholog	1	mapped
ASL	ASL	435	official_symbol	asl	393423	Ortholog	1	mapped
ASPA	ASPA	443	official_symbol	aspa	557232	Ortholog	1	mapped
ATG7	ATG7	10533	official_symbol	atg7	100333016	Ortholog	1	mapped
ATL1	ATL1	51062	official_symbol	atl1	571909	Ortholog	1	mapped
ATL3	ATL3	25923	official_symbol	atl3	449995	Ortholog	1	mapped
ATP13A2	ATP13A2	23400	official_symbol	atp13a2	568666	Ortholog	1	mapped
ATP13A3	ATP13A3	79572	official_symbol	atp13a3	572029	Ortholog	1	mapped
ATP1A1	ATP1A1	476	official_symbol				0	no_zebrafish_ortholog
ATP1A2	ATP1A2	477	official_symbol				0	no_zebrafish_ortholog
ATP1A3	ATP1A3	478	official_symbol				0	no_zebrafish_ortholog
ATP5F1A	ATP5F1A	498	official_symbol	atp5f1a	553755	Ortholog	1	mapped
ATP5F1D	ATP5F1D	513	official_symbol	atp5f1d	335709	Ortholog	1	mapped
ATP5F1E	ATP5F1E	514	official_symbol	atp5f1e	798291	Ortholog	1	mapped
ATP5MC3	ATP5MC3	518	official_symbol	atp5mc3a	394151	Ortholog	1	mapped
ATP5MK	ATP5MK	84833	official_symbol	atp5mk	794625	Ortholog	1	mapped
ATP6V1A	ATP6V1A	523	official_symbol	atp6v1ab	337583	Ortholog	1	mapped
ATP6V1E1	ATP6V1E1	529	official_symbol	atp6v1e1b	192335	Ortholog	1	mapped
ATP7A	ATP7A	538	official_symbol				0	no_zebrafish_ortholog
ATP7B	ATP7B	540	official_symbol	atp7b	556499	Ortholog	1	mapped
ATP9A	ATP9A	10079	official_symbol	atp9a	101886226	Ortholog	1	mapped
ATPAF2	ATPAF2	91647	official_symbol	atpaf2	560253	Ortholog	1	mapped
ATRX	ATRX	546	official_symbol	atrx	323299	Ortholog	1	mapped
ATXN1	ATXN1	6310	official_symbol	atxn1a	557340	Ortholog	1	mapped
ATXN2	ATXN2	6311	official_symbol	atxn2	569210	Ortholog	1	mapped
ATXN3	ATXN3	4287	official_symbol	atxn3	394079	Ortholog	1	mapped
ATXN7	ATXN7	6314	official_symbol	atxn7	100001490	Ortholog	1	mapped
B3GALNT2	B3GALNT2	148789	official_symbol	b3galnt2	553716	Ortholog	1	mapped
B4GALNT1	B4GALNT1	2583	official_symbol	b4galnt1b	793635	Ortholog	1	mapped
B4GAT1	B4GAT1	11041	official_symbol	b4gat1	101669768	Ortholog	1	mapped
BAP1	BAP1	8314	official_symbol	bap1	558885	Ortholog	1	mapped
BCOR	BCOR	54880	official_symbol	bcor	402921	Ortholog	1	mapped
BCS1L	BCS1L	617	official_symbol	bcs1l	394157	Ortholog	1	mapped
BET1	BET1	10282	official_symbol	bet1	415135	Ortholog	1	mapped
BICD2	BICD2	23299	official_symbol	bicd2a	100330881	Ortholog	1	mapped
BICRA	BICRA	29998	official_symbol	bicra	386775	Ortholog	1	mapped
BIN1	BIN1	274	official_symbol				0	no_zebrafish_ortholog
BMP6	BMP6	654	official_symbol	bmp6	503761	Ortholog	1	mapped
BMS1	BMS1	9790	official_symbol	bms1	553241	Ortholog	1	mapped
BOLA3	BOLA3	388962	official_symbol	bola3	445131	Ortholog	1	mapped
BORCS8	BORCS8	729991	official_symbol	borcs8	558180	Ortholog	1	mapped
BRAF	BRAF	673	official_symbol	braf	403065	Ortholog	1	mapped
BRCC3	BRCC3	79184	official_symbol	brcc3	100333845	Ortholog	1	mapped
BSCL2	BSCL2	26580	official_symbol	bscl2	567403	Ortholog	1	mapped
BSND	BSND	7809	official_symbol	bsnd	497323	Ortholog	1	mapped
BTD	BTD	686	official_symbol	btd	555376	Ortholog	1	mapped
BTNL2	BTNL2	56244	official_symbol				0	no_zebrafish_ortholog
C19orf12	C19orf12	83636	official_symbol				0	no_zebrafish_ortholog
C9orf72	C9orf72	203228	official_symbol	zgc:100846	402895	Ortholog	1	mapped
CACNA1A	CACNA1A	773	official_symbol				0	no_zebrafish_ortholog
CACNA1B	CACNA1B	774	official_symbol				0	no_zebrafish_ortholog
CACNA1E	CACNA1E	777	official_symbol	cacna1ea	564274	Ortholog	1	mapped
CACNA1G	CACNA1G	8913	official_symbol	cacna1g	563904	Ortholog	1	mapped
CACNA2D1	CACNA2D1	781	official_symbol	cacna2d1	101882457	Ortholog	1	mapped
CADM3	CADM3	57863	official_symbol	cadm3	692273	Ortholog	1	mapped
CAMLG	CAMLG	819	official_symbol	camlg	404622	Ortholog	1	mapped
CAPN1	CAPN1	823	official_symbol	capn1	406768	Ortholog	1	mapped
CAPRIN1	CAPRIN1	4076	official_symbol	caprin1b	406341	Ortholog	1	mapped
CASK	CASK	8573	official_symbol	caska	259195	Ortholog	1	mapped
CASP2	CASP2	835	official_symbol	casp2	373118	Ortholog	1	mapped
CASR	CASR	846	official_symbol	casr	560607	Ortholog	1	mapped
CBL	CBL	867	official_symbol	cbl	492364	Ortholog	1	mapped
CCDC141	CCDC141	285025	official_symbol	ccdc141	553274	Ortholog	1	mapped
CCM2	CCM2	83605	official_symbol	ccm2	436586	Ortholog	1	mapped
CCN2	CCN2	1490	official_symbol	ccn2a	321449	Ortholog	1	mapped
CCN6	CCN6	8838	official_symbol	ccn6	794092	Ortholog	1	mapped
CCND1	CCND1	595	official_symbol	ccnd1	30222	Ortholog	1	mapped
CCNF	CCNF	899	official_symbol	ccnf	266981	Ortholog	1	mapped
CCR6	CCR6	1235	official_symbol	ccr6a	558616	Ortholog	1	mapped
CD59	CD59	966	official_symbol	cd59a	567192	Ortholog	1	mapped
CDC73	CDC73	79577	official_symbol	cdc73	393319	Ortholog	1	mapped
CDH23	CDH23	64072	official_symbol	cdh23	407978	Ortholog	1	mapped
CDK19	CDK19	23097	official_symbol	cdk19	100149670	Ortholog	1	mapped
CDKL5	CDKL5	6792	official_symbol	cdkl5	559341	Ortholog	1	mapped
CDKN2A	CDKN2A	1029	official_symbol				0	no_zebrafish_ortholog
CELF2	CELF2	10659	official_symbol	celf2	373117	Ortholog	1	mapped
CEP126	CEP126	57562	official_symbol	cep126	561486	Ortholog	1	mapped
CFAP410	CFAP410	755	official_symbol	cfap410	100537391	Ortholog	1	mapped
CHCHD10	CHCHD10	400916	official_symbol	chchd10	393757	Ortholog	1	mapped
CHD7	CHD7	55636	official_symbol	chd7	569471	Ortholog	1	mapped
CHKB	CHKB	1120	official_symbol	chkb	563589	Ortholog	1	mapped
CHMP2B	CHMP2B	25978	official_symbol				0	no_zebrafish_ortholog
CHP1	CHP1	11261	official_symbol				0	no_zebrafish_ortholog
CHST14	CHST14	113189	official_symbol	chst14	404732	Ortholog	1	mapped
CIAO1	CIAO1	9391	official_symbol	ciao1	795104	Ortholog	1	mapped
CLCN1	CLCN1	1180	official_symbol				0	no_zebrafish_ortholog
CLCN2	CLCN2	1181	official_symbol	clcn2b	100333644	Ortholog	1	mapped
CLCN7	CLCN7	1186	official_symbol	clcn7	553351	Ortholog	1	mapped
CLCNKA	CLCNKA	1187	official_symbol	clcnk	393353	Ortholog	1	mapped
CLCNKB	CLCNKB	1188	official_symbol				0	no_zebrafish_ortholog
CLDN16	CLDN16	10686	official_symbol				0	no_zebrafish_ortholog
CLP1	CLP1	10978	official_symbol	clp1	565621	Ortholog	1	mapped
CLTC	CLTC	1213	official_symbol				0	no_zebrafish_ortholog
CNKSR2	CNKSR2	22866	official_symbol				0	no_zebrafish_ortholog
CNNM2	CNNM2	54805	official_symbol				0	no_zebrafish_ortholog
CNOT1	CNOT1	23019	official_symbol	cnot1	448949	Ortholog	1	mapped
CNTN1	CNTN1	1272	official_symbol				0	no_zebrafish_ortholog
COA7	COA7	65260	official_symbol	coa7	555268	Ortholog	1	mapped
COA8	COA8	84334	official_symbol	coa8	798687	Ortholog	1	mapped
COG8	COG8	84342	official_symbol	cog8	541379	Ortholog	1	mapped
COL1A1	COL1A1	1277	official_symbol				0	no_zebrafish_ortholog
COL1A2	COL1A2	1278	official_symbol	col1a2	336471	Ortholog	1	mapped
COL25A1	COL25A1	84570	official_symbol	col25a1	101882764	Ortholog	1	mapped
COL4A1	COL4A1	1282	official_symbol	col4a1	554269	Ortholog	1	mapped
COL5A1	COL5A1	1289	official_symbol	col5a1	100334431	Ortholog	1	mapped
COL5A2	COL5A2	1290	official_symbol	col5a2b	100006366	Ortholog	1	mapped
COL9A1	COL9A1	1297	official_symbol				0	no_zebrafish_ortholog
COL9A2	COL9A2	1298	official_symbol	col9a2	321212	Ortholog	1	mapped
COL9A3	COL9A3	1299	official_symbol	col9a3	567110	Ortholog	1	mapped
COQ2	COQ2	27235	official_symbol	coq2	100037331	Ortholog	1	mapped
COQ4	COQ4	51117	official_symbol	coq4	100137123	Ortholog	1	mapped
COQ6	COQ6	51004	official_symbol	coq6	751691	Ortholog	1	mapped
COQ8A	COQ8A	56997	official_symbol	coq8aa	437001	Ortholog	1	mapped
COX10	COX10	1352	official_symbol	cox10	553384	Ortholog	1	mapped
COX20	COX20	116228	official_symbol	cox20	436985	Ortholog	1	mapped
COX4I1	COX4I1	1327	official_symbol	cox4i1	326975	Ortholog	1	mapped
COX6A1	COX6A1	1337	official_symbol	cox6a1	335774	Ortholog	1	mapped
COX6A2	COX6A2	1339	official_symbol				0	no_zebrafish_ortholog
COX6B1	COX6B1	1340	official_symbol	cox6b1	436968	Ortholog	1	mapped
CPLANE1	CPLANE1	65250	official_symbol	cplane1	792625	Ortholog	1	mapped
CPLX1	CPLX1	10815	official_symbol	cplx1	563082	Ortholog	1	mapped
CPOX	CPOX	1371	official_symbol	cpox	321294	Ortholog	1	mapped
CPT1A	CPT1A	1374	official_symbol				0	no_zebrafish_ortholog
CPT1C	CPT1C	126129	official_symbol				0	no_zebrafish_ortholog
CRLF1	CRLF1	9244	official_symbol				0	no_zebrafish_ortholog
CRPPA	CRPPA	729920	official_symbol	crppa	798716	Ortholog	1	mapped
CYFIP2	CYFIP2	26999	official_symbol	cyfip2	100002872	Ortholog	1	mapped
CYP11B1	CYP11B1	1584	official_symbol				0	no_zebrafish_ortholog
CYP11B2	CYP11B2	1585	official_symbol				0	no_zebrafish_ortholog
CYP27B1	CYP27B1	1594	official_symbol	cyp27b1	793309	Ortholog	1	mapped
CYP2R1	CYP2R1	120227	official_symbol	cyp2r1	563369	Ortholog	1	mapped
CYP7B1	CYP7B1	9420	official_symbol				0	no_zebrafish_ortholog
D2HGDH	D2HGDH	728294	official_symbol	d2hgdh	565889	Ortholog	1	mapped
DALRD3	DALRD3	55152	official_symbol	dalrd3	571036	Ortholog	1	mapped
DAO	DAO	1610	official_symbol	dao.1	619259	Ortholog	1	mapped
DARS2	DARS2	55157	official_symbol	dars2	571144	Ortholog	1	mapped
DCAF8	DCAF8	50717	official_symbol	dcaf8	100007924	Ortholog	1	mapped
DCC	DCC	1630	official_symbol	dcc	569360	Ortholog	1	mapped
DCTN1	DCTN1	1639	official_symbol				0	no_zebrafish_ortholog
DDC	DDC	1644	official_symbol	ddc	406651	Ortholog	1	mapped
DDHD1	DDHD1	80821	official_symbol	ddhd1b	570320	Ortholog	1	mapped
DDHD2	DDHD2	23259	official_symbol	ddhd2	100321082	Ortholog	1	mapped
DEPDC5	DEPDC5	9681	official_symbol	depdc5	562995	Ortholog	1	mapped
DGUOK	DGUOK	1716	official_symbol				0	no_zebrafish_ortholog
DHDDS	DHDDS	79947	official_symbol	dhdds	406468	Ortholog	1	mapped
DHFR	DHFR	1719	official_symbol	dhfr	81882	Ortholog	1	mapped
DHH	DHH	50846	official_symbol				0	no_zebrafish_ortholog
DHTKD1	DHTKD1	55526	official_symbol	dhtkd1	494076	Ortholog	1	mapped
DKK1	DKK1	22943	official_symbol	dkk1b	30197	Ortholog	1	mapped
DLL4	DLL4	54567	official_symbol	dll4	563920	Ortholog	1	mapped
DMP1	DMP1	1758	official_symbol				0	no_zebrafish_ortholog
DMXL2	DMXL2	23312	official_symbol	dmxl2	378958	Ortholog	1	mapped
DNA2	DNA2	1763	official_symbol	dna2	559535	Ortholog	1	mapped
DNAJB2	DNAJB2	3300	official_symbol	dnajb2	561686	Ortholog	1	mapped
DNAJB4	DNAJB4	11080	official_symbol	dnajb4	445061	Ortholog	1	mapped
DNAJC19	DNAJC19	131118	official_symbol	dnajc19	393734	Ortholog	1	mapped
DNM1	DNM1	1759	official_symbol	dnm1a	100307098	Ortholog	1	mapped
DNM2	DNM2	1785	official_symbol	dnm2a	559334	Ortholog	1	mapped
DNMT1	DNMT1	1786	official_symbol	dnmt1	30430	Ortholog	1	mapped
DNMT3B	DNMT3B	1789	official_symbol				0	no_zebrafish_ortholog
DOK7	DOK7	285489	official_symbol	dok7b	557881	Ortholog	1	mapped
DOLK	DOLK	22845	official_symbol	dolk	799960	Ortholog	1	mapped
DPAGT1	DPAGT1	1798	official_symbol	dpagt1	566539	Ortholog	1	mapped
DPM2	DPM2	8818	official_symbol	dpm2	796295	Ortholog	1	mapped
DSE	DSE	29940	official_symbol	dse	568713	Ortholog	1	mapped
DSTYK	DSTYK	25778	official_symbol	dstyk	402922	Ortholog	1	mapped
DUSP6	DUSP6	1848	official_symbol	dusp6	353314	Ortholog	1	mapped
DUX4	DUX4	100288687	official_symbol				0	no_zebrafish_ortholog
DUX4L1	DUX4L1	22947	official_symbol				0	no_zebrafish_ortholog
DYM	DYM	54808	official_symbol	dym	572325	Ortholog	1	mapped
DYNC1H1	DYNC1H1	1778	official_symbol	dync1h1	335110	Ortholog	1	mapped
EARS2	EARS2	124454	official_symbol	ears2	751732	Ortholog	1	mapped
EBF3	EBF3	253738	official_symbol	ebf3a	567751	Ortholog	1	mapped
EEF1A2	EEF1A2	1917	official_symbol				0	no_zebrafish_ortholog
EEF1D	EEF1D	1936	official_symbol	eef1db	560745	Ortholog	1	mapped
EHHADH	EHHADH	1962	official_symbol	ehhadh	100000859	Ortholog	1	mapped
EIF2AK3	EIF2AK3	9451	official_symbol	eif2ak3	559564	Ortholog	1	mapped
EIF2B2	EIF2B2	8892	official_symbol	eif2b2	405839	Ortholog	1	mapped
EIF2B3	EIF2B3	8891	official_symbol	eif2b3	394049	Ortholog	1	mapped
ELOVL5	ELOVL5	60481	official_symbol	elovl5	393425	Ortholog	1	mapped
ELP2	ELP2	55250	official_symbol	elp2	560338	Ortholog	1	mapped
EMILIN1	EMILIN1	11117	official_symbol	emilin1b	751598	Ortholog	1	mapped
ENPP1	ENPP1	5167	official_symbol	enpp1	562399	Ortholog	1	mapped
EPB42	EPB42	2038	official_symbol				0	no_zebrafish_ortholog
ERBB4	ERBB4	2066	official_symbol	erbb4b	569836	Ortholog	1	mapped
ERCC6	ERCC6	2074	official_symbol	ercc6	560477	Ortholog	1	mapped
ERCC8	ERCC8	1161	official_symbol	ercc8	449811	Ortholog	1	mapped
ERGIC1	ERGIC1	57222	official_symbol	ergic1	567774	Ortholog	1	mapped
ERLIN2	ERLIN2	11160	official_symbol				0	no_zebrafish_ortholog
ESAM	ESAM	90952	official_symbol				0	no_zebrafish_ortholog
ETFA	ETFA	2108	official_symbol	etfa	325724	Ortholog	1	mapped
ETFB	ETFB	2109	official_symbol	etfb	406271	Ortholog	1	mapped
ETFDH	ETFDH	2110	official_symbol	etfdh	447859	Ortholog	1	mapped
EXOC8	EXOC8	149371	official_symbol	exoc8	568029	Ortholog	1	mapped
EXOSC3	EXOSC3	51010	official_symbol	exosc3	565000	Ortholog	1	mapped
EXOSC5	EXOSC5	56915	official_symbol	exosc5	751632	Ortholog	1	mapped
EXOSC8	EXOSC8	11340	official_symbol	exosc8	323016	Ortholog	1	mapped
EXOSC9	EXOSC9	5393	official_symbol	exosc9	450057	Ortholog	1	mapped
EXTL3	EXTL3	2137	official_symbol	extl3	493783	Ortholog	1	mapped
EYA1	EYA1	2138	official_symbol	eya1	30436	Ortholog	1	mapped
FA2H	FA2H	79152	official_symbol	fa2h	792257	Ortholog	1	mapped
FAM111B	FAM111B	374393	official_symbol				0	no_zebrafish_ortholog
FARS2	FARS2	10667	official_symbol	fars2	793097	Ortholog	1	mapped
FBLN5	FBLN5	10516	official_symbol	fbln5	449806	Ortholog	1	mapped
